,ts,ltp,trade_size,level_qty:ask:0,level_qty:bid:0,level_price:ask:0,vwap
0,2022-04-20 01:30:00,21.59,100.0,5500.0,3600.0,21.59,21.59
1,2022-04-20 01:35:00,21.53,400.0,1900.0,6600.0,21.53,21.542
2,2022-04-20 01:40:00,21.51,100.0,10400.0,2200.0,21.52,21.536666666666665
3,2022-04-20 01:45:00,21.45,500.0,19500.0,28900.0,21.45,21.497272727272726
4,2022-04-20 01:50:00,21.4,1000.0,3100.0,34600.0,21.4,21.45095238095238
5,2022-04-20 01:55:00,21.31,700.0,600.0,22300.0,21.32,21.415714285714287
6,2022-04-20 02:00:00,21.23,400.0,4500.0,4700.0,21.26,21.3925
7,2022-04-20 02:05:00,21.4,500.0,4200.0,9100.0,21.4,21.393513513513515
8,2022-04-20 02:10:00,21.34,300.0,5800.0,6300.0,21.36,21.3895
9,2022-04-20 02:15:00,21.29,100.0,5600.0,6300.0,21.29,21.387073170731707
10,2022-04-20 02:20:00,21.32,100.0,300.0,3100.0,21.32,21.38547619047619
11,2022-04-20 02:25:00,21.27,100.0,38700.0,16700.0,21.27,21.38279069767442
12,2022-04-20 02:30:00,21.45,100.0,1100.0,300.0,21.45,21.38431818181818
13,2022-04-20 02:35:00,21.38,100.0,8700.0,1000.0,21.39,21.38422222222222
14,2022-04-20 02:40:00,21.33,700.0,4900.0,3300.0,21.36,21.376923076923077
15,2022-04-20 02:45:00,21.38,500.0,16700.0,24300.0,21.39,21.37719298245614
16,2022-04-20 02:50:00,21.42,100.0,20700.0,200.0,21.43,21.37793103448276
17,2022-04-20 02:55:00,21.45,100.0,45800.0,4800.0,21.45,21.379152542372882
18,2022-04-20 03:00:00,21.47,400.0,5000.0,6100.0,21.48,21.384920634920636
19,2022-04-20 03:05:00,21.47,200.0,38200.0,600.0,21.47,21.387538461538462
20,2022-04-20 03:10:00,21.41,100.0,6900.0,23600.0,21.42,21.387878787878787
21,2022-04-20 03:15:00,21.41,100.0,9900.0,43000.0,21.41,21.38820895522388
22,2022-04-20 03:20:00,21.41,300.0,1900.0,400.0,21.41,21.389142857142858
23,2022-04-20 03:25:00,21.38,200.0,6400.0,30800.0,21.39,21.38888888888889
24,2022-04-20 03:30:00,21.38,200.0,6400.0,30600.0,21.39,21.388648648648648
42,2022-04-20 05:00:00,21.35,200.0,23600.0,15800.0,21.36,21.387631578947367
43,2022-04-20 05:05:00,21.33,100.0,38400.0,1800.0,21.33,21.386883116883116
44,2022-04-20 05:10:00,21.3,100.0,23800.0,138200.0,21.31,21.38576923076923
45,2022-04-20 05:15:00,21.3,700.0,2100.0,113700.0,21.31,21.378705882352943
46,2022-04-20 05:20:00,21.29,100.0,18220.0,3400.0,21.29,21.377674418604652
47,2022-04-20 05:25:00,21.29,100.0,22400.0,11100.0,21.3,21.376666666666665
48,2022-04-20 05:30:00,21.27,100.0,3900.0,3300.0,21.27,21.375454545454545
49,2022-04-20 05:35:00,21.27,100.0,26700.0,25200.0,21.28,21.37426966292135
50,2022-04-20 05:40:00,21.28,100.0,43200.0,9400.0,21.28,21.37322222222222
51,2022-04-20 05:45:00,21.25,200.0,33100.0,3000.0,21.25,21.37054347826087
52,2022-04-20 05:50:00,21.17,4900.0,50014.0,7800.0,21.18,21.300851063829786
53,2022-04-20 05:55:00,21.21,300.0,1800.0,5500.0,21.21,21.298958333333335
54,2022-04-20 06:00:00,21.17,153.0,11500.0,16947.0,21.18,21.297602556173985
55,2022-04-20 06:05:00,21.13,2114.0,9286.0,30200.0,21.13,21.27634427311454
56,2022-04-20 06:10:00,21.19,200.0,36400.0,9300.0,21.2,21.275320448212486
57,2022-04-20 06:15:00,21.1,45.0,17900.0,124855.0,21.12,21.27485394985809
58,2022-04-20 06:20:00,21.12,100.0,1866.0,12000.0,21.12,21.27394368680931
59,2022-04-20 06:25:00,21.05,33.0,13500.0,13200.0,21.06,21.273510120269876
60,2022-04-20 06:30:00,21.04,100.0,1000.0,8700.0,21.04,21.27214814814815
61,2022-04-20 06:35:00,21.07,300.0,14100.0,43700.0,21.07,21.268671825738036
62,2022-04-20 06:40:00,21.06,200.0,1900.0,1200.0,21.06,21.266306602436952
63,2022-04-20 06:45:00,21.15,100.0,27700.0,5800.0,21.15,21.265651169343478
64,2022-04-20 06:50:00,21.12,100.0,2300.0,2400.0,21.13,21.264834967778093
65,2022-04-20 06:55:00,21.09,400.0,54700.0,141700.0,21.1,21.261001918333793
