ltp
7.7
7.8
7.71
7.59
7.66
7.58
7.58
7.65
7.65
7.67
7.76
7.79
7.82
7.78
7.88
7.9
7.81
7.8
7.74
7.81
7.77
7.85
7.88
7.89
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
7.97
7.88
7.86
7.88
7.81
7.76
7.74
7.67
7.75
7.72
7.62
7.68
7.64
7.65
7.62
7.61
7.62
7.6
7.6
7.61
7.56
7.5
7.59
7.61
