ltp
6.0
6.1
6.05
6.08
6.08
6.1
6.07
6.04
6.1
6.14
6.13
6.14
6.13
6.16
6.2
6.21
6.17
6.15
6.15
6.11
6.11
6.11
6.07
6.05
6.05
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
6.05
6.06
6.02
6.04
6.06
6.05
6.02
6.03
6.03
6.01
6.02
6.01
6.03
6.02
6.0
5.96
5.93
5.94
5.93
5.92
5.92
5.94
5.95
5.94
