ts,ltp,trade_size,level_qty:ask:0,level_qty:bid:0,level_price:ask:0
2022-04-26 01:30:00,8.435428571428572,8205.714285714286,12520.0,14774.285714285714,8.453999999999999
2022-04-26 01:31:00,8.468947368421052,4171.0526315789475,8221.052631578947,13271.052631578947,8.47263157894737
2022-04-26 01:32:00,8.402564102564103,-1512.820512820513,8597.435897435897,10176.923076923076,8.41076923076923
2022-04-26 01:33:00,8.35888888888889,-5494.444444444444,23380.555555555555,34558.333333333336,8.364444444444445
2022-04-26 01:34:00,8.356944444444444,2341.6666666666665,10438.888888888889,20141.666666666668,8.363333333333333
2022-04-26 01:35:00,8.307567567567567,-1929.7297297297298,12645.945945945947,14789.18918918919,8.317027027027027
2022-04-26 01:36:00,8.284054054054053,-135.13513513513513,16583.783783783783,21670.27027027027,8.28918918918919
2022-04-26 01:37:00,8.262702702702702,7732.4324324324325,8891.891891891892,21759.45945945946,8.268108108108109
2022-04-26 01:38:00,8.29257142857143,1017.1428571428571,12148.57142857143,15305.714285714286,8.298
2022-04-26 01:39:00,8.329669811320755,533.4905660377359,6290.094339622641,15488.67924528302,8.3375
2022-04-26 01:40:00,8.326967871485943,75.50200803212851,7108.232931726908,13281.927710843374,8.334056224899598
2022-04-26 01:41:00,8.370537634408603,-49.46236559139785,7640.143369175627,12627.240143369176,8.376594982078853
2022-04-26 01:42:00,8.358338983050848,-126.61016949152543,26522.372881355932,18141.01694915254,8.363101694915253
2022-04-26 01:43:00,8.32586956521739,-225.12077294685992,11907.246376811594,12343.719806763285,8.333478260869565
2022-04-26 01:44:00,8.300965732087228,-39.875389408099686,15811.526479750779,29451.713395638628,8.307757009345794
2022-04-26 01:45:00,8.293415559772296,-253.88994307400378,12190.132827324478,40442.12523719165,8.299848197343454
2022-04-26 01:46:00,8.264592592592592,115.55555555555556,17106.26172839506,14000.493827160493,8.27153086419753
2022-04-26 01:47:00,8.255266821345707,-269.1716937354988,10885.85150812065,16105.879350348028,8.261322505800464
2022-04-26 01:48:00,8.21027777777778,-136.9047619047619,10687.301587301587,45783.730158730155,8.218293650793651
2022-04-26 01:49:00,8.209888888888889,118.33333333333333,19671.296296296296,48503.51851851852,8.214925925925927
2022-04-26 01:50:00,8.189125964010282,109.25449871465295,16061.439588688945,10040.616966580978,8.194344473007712
2022-04-26 01:51:00,8.182920110192837,158.67768595041323,14890.082644628099,15792.011019283747,8.187493112947658
2022-04-26 01:52:00,8.184907975460122,69.6319018404908,9804.294478527607,14214.41717791411,8.191564417177913
2022-04-26 01:53:00,8.156230248306997,-429.79683972911965,15059.367945823928,20309.932279909706,8.163431151241536
2022-04-26 01:54:00,8.13896890343699,245.49918166939443,12820.294599018003,6092.798690671031,8.143862520458265
2022-04-26 01:55:00,8.133391812865497,134.89278752436647,3081.87134502924,8552.631578947368,8.139863547758285
2022-04-26 01:56:00,8.12528350515464,-62.11340206185567,12853.865979381444,10931.443298969072,8.1334793814433
2022-04-26 01:57:00,8.122841328413283,-117.71217712177122,9755.719557195573,11734.317343173432,8.131845018450184
2022-04-26 01:58:00,8.108343949044587,37.738853503184714,14831.369426751593,28752.707006369426,8.116353503184714
2022-04-26 01:59:00,8.109156626506023,-59.33734939759036,30034.939759036144,14260.843373493975,8.11629518072289
2022-04-26 02:00:00,8.123240418118467,414.808362369338,26037.108013937283,15854.703832752613,8.127648083623694
2022-04-26 02:01:00,8.120698412698413,-304.76190476190476,20310.88888888889,22686.031746031746,8.128158730158729
2022-04-26 02:02:00,8.093840445269016,-97.90352504638219,33696.88311688312,21134.00742115028,8.09909090909091
2022-04-26 02:03:00,8.080725388601035,-277.3834196891192,32537.901554404147,18939.093264248706,8.087253886010362
2022-04-26 02:04:00,8.084074074074074,312.5925925925926,33205.0,20838.14814814815,8.089370370370371
2022-04-26 02:05:00,8.10192748091603,389.79007633587787,36561.908396946565,35595.32442748092,8.106278625954198
2022-04-26 02:06:00,8.143375796178344,280.54140127388536,8592.949044585986,21259.20382165605,8.147006369426753
2022-04-26 02:07:00,8.167324263038548,415.6938775510204,27814.14058956916,18967.108843537415,8.172585034013606
2022-04-26 02:08:00,8.163478260869566,-329.1925465838509,13471.739130434782,29531.36645962733,8.17003105590062
2022-04-26 02:09:00,8.149873417721519,82.27848101265823,24453.586497890294,41644.303797468354,8.15632911392405
2022-04-26 02:10:00,8.14930894308943,12.601626016260163,11696.341463414634,43243.08943089431,8.156422764227642
2022-04-26 02:11:00,8.137190635451505,-192.64214046822744,6693.311036789298,11833.110367892976,8.143444816053513
2022-04-26 02:12:00,8.127295597484277,-59.74842767295598,6801.25786163522,7177.987421383647,8.133962264150945
2022-04-26 02:13:00,8.135862068965517,100.43103448275862,7578.448275862069,11128.448275862069,8.141293103448277
2022-04-26 02:14:00,8.14938775510204,-352.0408163265306,7920.408163265306,13094.897959183674,8.154489795918368
2022-04-26 02:15:00,8.147433628318584,11.504424778761061,2784.5132743362833,6049.557522123894,8.154026548672567
2022-04-26 02:16:00,8.136198830409358,-184.7953216374269,9990.6432748538,13366.666666666666,8.143216374269006
2022-04-26 02:17:00,8.143566878980891,-145.85987261146497,6594.904458598726,7777.070063694267,8.151592356687898
2022-04-26 02:18:00,8.153802281368822,142.58555133079847,12170.342205323193,9223.954372623573,8.159467680608365
2022-04-26 02:19:00,8.178188153310105,184.3205574912892,13543.554006968641,10427.874564459931,8.183240418118466
2022-04-26 02:20:00,8.187931034482759,4.827586206896552,29449.655172413793,12182.068965517241,8.194482758620689
2022-04-26 02:21:00,8.211859504132232,241.32231404958677,26945.04132231405,11406.611570247935,8.216198347107438
2022-04-26 02:22:00,8.22323943661972,158.45070422535213,19137.323943661973,5044.366197183099,8.232112676056339
2022-04-26 02:23:00,8.213745173745174,-42.857142857142854,10041.698841698842,12300.7722007722,8.218339768339769
2022-04-26 02:24:00,8.2125,-94.56521739130434,10764.130434782608,6669.565217391304,8.220326086956522
2022-04-26 02:25:00,8.204934210526316,-42.10526315789474,5619.736842105263,10294.736842105263,8.211118421052632
2022-04-26 02:26:00,8.217482517482518,226.5734265734266,34163.98601398602,15655.244755244756,8.22339160839161
2022-04-26 02:27:00,8.212307692307693,-247.51131221719456,23700.452488687784,18507.69230769231,8.220045248868779
2022-04-26 02:28:00,8.205523255813954,126.74418604651163,7621.511627906977,11173.255813953489,8.209767441860466
2022-04-26 02:29:00,8.221367521367522,110.25641025641026,13702.564102564103,9209.401709401709,8.226666666666668
2022-04-26 02:30:00,8.24346590909091,0.0,11555.96590909091,29250.0,8.246789772727272
2022-04-26 02:31:00,8.253434782608695,-19.565217391304348,18188.260869565216,14601.739130434782,8.259130434782609
2022-04-26 02:32:00,8.253216374269005,101.16959064327486,33866.666666666664,26287.719298245614,8.25859649122807
2022-04-26 02:33:00,8.239754901960785,35.294117647058826,27908.333333333332,31258.333333333332,8.24406862745098
2022-04-26 02:34:00,8.23092485549133,-138.15028901734104,10619.653179190751,15922.543352601157,8.23757225433526
2022-04-26 02:35:00,8.218370370370371,-80.0,23176.296296296296,5930.37037037037,8.225111111111111
2022-04-26 02:36:00,8.232865497076025,189.76608187134502,19195.90643274854,5721.0526315789475,8.237719298245615
2022-04-26 02:37:00,8.25624633431085,243.6950146627566,27244.868035190615,26675.65982404692,8.258211143695014
2022-04-26 02:38:00,8.264302325581395,74.4186046511628,22011.627906976744,15310.46511627907,8.27
2022-04-26 02:39:00,8.248685258964144,-106.77290836653387,31674.501992031874,17007.56972111554,8.255139442231076
2022-04-26 02:40:00,8.249853658536585,-144.8780487804878,30117.560975609755,10442.926829268292,8.256878048780488
2022-04-26 02:41:00,8.250458452722063,224.06876790830947,12714.32664756447,8200.85959885387,8.254183381088826
2022-04-26 02:42:00,8.281006289308175,371.0691823899371,14393.08176100629,38349.056603773584,8.283899371069182
2022-04-26 02:43:00,8.315027624309392,337.01657458563534,8396.685082872928,22354.696132596684,8.319005524861879
2022-04-26 02:44:00,8.32437125748503,-312.5748502994012,16096.407185628743,14944.311377245509,8.331676646706587
2022-04-26 02:45:00,8.30172839506173,-232.5102880658436,16202.880658436214,8052.263374485597,8.308271604938271
2022-04-26 02:46:00,8.28256880733945,-264.2201834862385,17001.83486238532,7136.697247706422,8.29045871559633
2022-04-26 02:47:00,8.249500000000001,-631.0,17018.0,15738.0,8.258099999999999
2022-04-26 02:48:00,8.23472602739726,91.0958904109589,9019.17808219178,14069.17808219178,8.238424657534246
2022-04-26 02:49:00,8.236195652173913,-22.82608695652174,19766.304347826088,14267.391304347826,8.243478260869566
2022-04-26 02:50:00,8.207055555555556,-523.8888888888889,35843.88888888889,13455.0,8.216055555555556
2022-04-26 02:51:00,8.18941605839416,63.503649635036496,50147.44525547445,21918.24817518248,8.195182481751825
2022-04-26 02:52:00,8.183313609467456,-87.57396449704142,45191.12426035503,9863.313609467456,8.191656804733727
2022-04-26 02:53:00,8.193899371069183,453.45911949685535,42503.14465408805,17734.591194968554,8.197421383647798
2022-04-26 02:54:00,8.18815476190476,-158.33333333333334,27858.333333333332,13592.261904761905,8.19375
2022-04-26 02:55:00,8.195497382198953,202.61780104712042,36836.12565445026,27928.2722513089,8.19937172774869
2022-04-26 02:56:00,8.178388888888888,-478.8888888888889,29071.666666666668,17051.11111111111,8.187277777777776
2022-04-26 02:57:00,8.17328947368421,-423.6842105263158,16100.0,11265.78947368421,8.18
2022-04-26 02:58:00,8.173599999999999,56.8,17059.2,15481.6,8.17928
2022-04-26 02:59:00,8.168222222222223,-117.77777777777777,41551.851851851854,17524.444444444445,8.174518518518518
2022-04-26 03:00:00,8.147740963855423,-180.72289156626505,14314.156626506025,11628.313253012047,8.152951807228916
2022-04-26 03:01:00,8.132918660287082,-69.377990430622,23477.033492822968,11152.153110047846,8.138516746411483
2022-04-26 03:02:00,8.140396039603962,395.0495049504951,45611.88118811881,13937.623762376237,8.144455445544555
2022-04-26 03:03:00,8.141656050955413,387.8980891719745,63303.82165605095,29757.32484076433,8.143885350318472
2022-04-26 03:04:00,8.153076923076924,262.0192307692308,39099.03846153846,32394.23076923077,8.155336538461539
2022-04-26 03:05:00,8.143879781420766,-446.448087431694,18817.486338797815,20100.0,8.152459016393443
2022-04-26 03:06:00,8.147866666666667,186.22222222222223,14014.666666666666,33304.88888888889,8.150977777777777
2022-04-26 03:07:00,8.163829787234043,694.6808510638298,45750.0,30567.021276595744,8.166702127659574
2022-04-26 03:08:00,8.176979865771811,357.0469798657718,7531.543624161074,10334.228187919463,8.180872483221476
2022-04-26 03:09:00,8.194999999999999,220.65217391304347,6086.95652173913,21148.91304347826,8.1975
2022-04-26 03:10:00,8.182863070539419,-335.26970954356847,8673.443983402489,13899.585062240663,8.1898755186722
2022-04-26 03:11:00,8.17,106.02409638554217,9400.0,15559.036144578313,8.174096385542168
2022-04-26 03:12:00,8.160695652173914,-169.0086956521739,38687.72173913044,31038.88695652174,8.167652173913043
2022-04-26 03:13:00,8.158925619834712,130.4793388429752,71203.43801652892,69556.66115702479,8.161157024793388
2022-04-26 03:14:00,8.15846153846154,259.4871794871795,32876.28717948718,74996.45128205128,8.160564102564102
2022-04-26 03:15:00,8.159090909090908,-122.42424242424242,49698.49696969697,25628.630303030302,8.166242424242425
2022-04-26 03:16:00,8.175042016806723,211.4173669467787,18410.543417366946,35816.056022408964,8.180868347338935
2022-04-26 03:17:00,8.177033898305085,168.64406779661016,13362.71186440678,46418.64406779661,8.180423728813558
2022-04-26 03:18:00,8.172990654205607,-328.0373831775701,23973.831775700935,34743.92523364486,8.179439252336447
2022-04-26 03:19:00,8.162318840579712,-575.3623188405797,34956.52173913043,15046.376811594202,8.17
2022-04-26 03:20:00,8.162439024390244,-181.3008130081301,38406.50406504065,17395.934959349594,8.17
2022-04-26 03:21:00,8.162658227848102,-536.7088607594936,53973.417721518985,30756.962025316454,8.17
2022-04-26 03:22:00,8.172943262411348,336.87943262411346,33014.89361702128,8878.368794326241,8.176099290780142
2022-04-26 03:23:00,8.17313725490196,-641.1764705882352,15498.039215686274,10790.196078431372,8.181960784313725
2022-04-26 03:24:00,8.176803278688524,139.34426229508196,8648.360655737704,11844.262295081968,8.18016393442623
2022-04-26 03:25:00,8.183285714285713,225.71428571428572,24303.571428571428,10561.42857142857,8.188357142857143
2022-04-26 03:26:00,8.177704918032786,26.229508196721312,5888.524590163935,10865.573770491803,8.182786885245902
2022-04-26 03:27:00,8.174025974025973,-12.987012987012987,20498.7012987013,24622.077922077922,8.180259740259741
2022-04-26 03:28:00,8.170252100840337,-263.02521008403363,39600.0,24164.70588235294,8.17781512605042
2022-04-26 03:29:00,8.178073394495412,666.9724770642201,17610.091743119265,9489.908256880733,8.18
2022-04-26 03:30:00,,,,,
2022-04-26 03:31:00,,,,,
2022-04-26 03:32:00,,,,,
2022-04-26 03:33:00,,,,,
2022-04-26 03:34:00,,,,,
2022-04-26 03:35:00,,,,,
2022-04-26 03:36:00,,,,,
2022-04-26 03:37:00,,,,,
2022-04-26 03:38:00,,,,,
2022-04-26 03:39:00,,,,,
2022-04-26 03:40:00,,,,,
2022-04-26 03:41:00,,,,,
2022-04-26 03:42:00,,,,,
2022-04-26 03:43:00,,,,,
2022-04-26 03:44:00,,,,,
2022-04-26 03:45:00,,,,,
2022-04-26 03:46:00,,,,,
2022-04-26 03:47:00,,,,,
2022-04-26 03:48:00,,,,,
2022-04-26 03:49:00,,,,,
2022-04-26 03:50:00,,,,,
2022-04-26 03:51:00,,,,,
2022-04-26 03:52:00,,,,,
2022-04-26 03:53:00,,,,,
2022-04-26 03:54:00,,,,,
2022-04-26 03:55:00,,,,,
2022-04-26 03:56:00,,,,,
2022-04-26 03:57:00,,,,,
2022-04-26 03:58:00,,,,,
2022-04-26 03:59:00,,,,,
2022-04-26 04:00:00,,,,,
2022-04-26 04:01:00,,,,,
2022-04-26 04:02:00,,,,,
2022-04-26 04:03:00,,,,,
2022-04-26 04:04:00,,,,,
2022-04-26 04:05:00,,,,,
2022-04-26 04:06:00,,,,,
2022-04-26 04:07:00,,,,,
2022-04-26 04:08:00,,,,,
2022-04-26 04:09:00,,,,,
2022-04-26 04:10:00,,,,,
2022-04-26 04:11:00,,,,,
2022-04-26 04:12:00,,,,,
2022-04-26 04:13:00,,,,,
2022-04-26 04:14:00,,,,,
2022-04-26 04:15:00,,,,,
2022-04-26 04:16:00,,,,,
2022-04-26 04:17:00,,,,,
2022-04-26 04:18:00,,,,,
2022-04-26 04:19:00,,,,,
2022-04-26 04:20:00,,,,,
