ts,ltp
2022-04-21 01:30:00,7.257307692307692
2022-04-21 01:31:00,7.2475
2022-04-21 01:32:00,7.27
2022-04-21 01:33:00,7.282083333333333
2022-04-21 01:34:00,7.2885294117647055
2022-04-21 01:35:00,7.317755102040816
2022-04-21 01:36:00,7.32689393939394
2022-04-21 01:37:00,7.321351351351351
2022-04-21 01:38:00,7.305555555555555
2022-04-21 01:39:00,7.280680272108843
2022-04-21 01:40:00,7.268729281767955
2022-04-21 01:41:00,7.270128205128204
2022-04-21 01:42:00,7.266153846153847
2022-04-21 01:43:00,7.24056338028169
2022-04-21 01:44:00,7.221272727272727
2022-04-21 01:45:00,7.220098039215686
2022-04-21 01:46:00,7.220714285714286
2022-04-21 01:47:00,7.248194444444445
2022-04-21 01:48:00,7.2825
2022-04-21 01:49:00,7.292222222222223
2022-04-21 01:50:00,7.295102040816326
2022-04-21 01:51:00,7.28089552238806
2022-04-21 01:52:00,7.281893491124259
2022-04-21 01:53:00,7.276220472440945
2022-04-21 01:54:00,7.283333333333334
2022-04-21 01:55:00,7.286923076923077
2022-04-21 01:56:00,7.307543859649122
2022-04-21 01:57:00,7.298813559322034
2022-04-21 01:58:00,7.306249999999999
2022-04-21 01:59:00,7.291896551724138
2022-04-21 02:00:00,7.282756410256409
2022-04-21 02:01:00,7.296829268292683
2022-04-21 02:02:00,7.273333333333331
2022-04-21 02:03:00,7.287796610169492
2022-04-21 02:04:00,7.281263157894737
2022-04-21 02:05:00,7.286326530612245
2022-04-21 02:06:00,7.297738095238095
2022-04-21 02:07:00,7.395572139303482
2022-04-21 02:08:00,7.367037037037036
2022-04-21 02:09:00,7.348842975206611
2022-04-21 02:10:00,7.349877551020408
2022-04-21 02:11:00,7.31412213740458
2022-04-21 02:12:00,7.311145038167939
2022-04-21 02:13:00,7.313191489361701
2022-04-21 02:14:00,7.323030303030303
2022-04-21 02:15:00,7.337383177570094
2022-04-21 02:16:00,7.320535714285714
2022-04-21 02:17:00,7.328548387096775
2022-04-21 02:18:00,7.3204166666666675
2022-04-21 02:19:00,7.319761904761905
2022-04-21 02:20:00,7.320454545454544
2022-04-21 02:21:00,7.339197080291971
2022-04-21 02:22:00,7.359067796610169
2022-04-21 02:23:00,7.354102564102564
2022-04-21 02:24:00,7.348947368421053
2022-04-21 02:25:00,7.397860696517413
2022-04-21 02:26:00,7.392063492063492
2022-04-21 02:27:00,7.366593406593407
2022-04-21 02:28:00,7.371627906976744
2022-04-21 02:29:00,7.365178571428571
2022-04-21 02:30:00,7.3697297297297295
2022-04-21 02:31:00,7.372857142857143
2022-04-21 02:32:00,7.390606060606061
