ltp
8.18
8.13
8.1
8.09
8.03
8.03
8.04
8.04
8.04
8.06
8.03
8.03
""
""
""
""
""
""
""
""
""
8.02
7.97
7.95
7.93
7.89
7.89
7.86
7.85
7.86
7.86
7.85
7.83
