,ts,ltp,trade_size,level_qty:ask:0,level_qty:bid:0,level_price:ask:0,vwap
0,2022-04-18 01:30:00,8.673966480446927,1318.68156424581,12679.932960893855,9707.754189944137,8.679888268156425,8.673966480446927
1,2022-04-18 01:35:00,8.769164054336468,411.2852664576802,13878.474399164052,20931.13897596656,8.77367816091954,8.696598914114665
2,2022-04-18 01:40:00,8.806263616557734,62.091503267973856,22063.07189542484,11274.655047204067,8.812476397966595,8.700398593009623
3,2022-04-18 01:45:00,8.883638247483718,192.6015393724097,20621.53374777975,20006.465660153932,8.888727057430431,8.71818110577153
4,2022-04-18 01:50:00,8.983879759519038,171.3739478957916,17041.700601202403,29066.173947895797,8.989130260521042,8.73930036039302
5,2022-04-18 01:55:00,9.013223175965663,15.965236051502146,30126.1643776824,27260.297854077253,9.01712017167382,8.741313824623509
6,2022-04-18 02:00:00,9.023208,241.28,90328.1424,31054.2144,9.0288,8.769497646311823
7,2022-04-18 02:05:00,9.000101431980907,41.72673031026253,35395.94272076372,20696.168257756563,9.004492840095466,8.773417124637184
8,2022-04-18 02:10:00,8.973851774530273,273.3820459290188,73118.77035490605,39820.97912317328,8.980657620041756,8.79350049914481
9,2022-04-18 02:15:00,8.958307059629883,283.73132282385194,44431.13502398903,106233.76696367376,8.963886223440714,8.809024713489995
10,2022-04-18 02:20:00,8.958471074380167,32.12809917355372,27308.161157024795,22823.96694214876,8.963264462809917,8.810601926870111
11,2022-04-18 02:25:00,8.965250000000001,48.75,21759.25,15232.0,8.970225000000001,8.813039398662758
12,2022-04-18 02:30:00,8.987184959349593,182.9268292682927,29589.12601626016,16550.30487804878,8.990873983739839,8.822763645752438
13,2022-04-18 02:35:00,9.015858585858586,284.4811753902663,46769.05417814509,19564.187327823693,9.019816345270891,8.838192191524342
14,2022-04-18 02:40:00,9.04598971722365,332.9905741216795,35024.46443873179,15606.68380462725,9.05107969151671,8.855964496301047
15,2022-04-18 02:45:00,9.075829694323144,516.5938864628821,59058.95196506551,34800.87336244542,9.080185589519653,8.88171988901981
16,2022-04-18 02:50:00,9.03612048192771,102.89156626506023,26657.751004016063,27694.779116465863,9.042369477911649,8.885240149763689
17,2022-04-18 02:55:00,9.01322463768116,216.1231884057971,25723.55072463768,20547.101449275364,9.02105072463768,8.8910892488159
18,2022-04-18 03:00:00,9.022307692307692,53.21821036106751,27281.475667189952,19883.35949764521,9.02717425431711,8.89254949255355
19,2022-04-18 03:05:00,9.006148148148148,29.074074074074076,11465.648148148148,29778.33333333333,9.01086111111111,8.893235955245899
20,2022-04-18 03:10:00,9.008563106796116,15.533980582524272,10029.90291262136,15921.553398058251,9.014271844660191,8.89360710762914
21,2022-04-18 03:15:00,9.019295774647889,75.35211267605634,15633.802816901409,27121.36150234742,9.023943661971831,8.89553908505288
22,2022-04-18 03:20:00,9.005451559934318,62.88998357963875,7548.275862068966,17947.619047619046,9.0111986863711,8.896931288947528
23,2022-04-18 03:25:00,8.97952879581152,372.07678883071554,24779.406631762653,63785.34031413613,8.9851832460733,8.902689533942622
42,2022-04-18 05:00:00,9.002467222884386,12.514898688915377,22548.748510131107,119968.4147794994,9.007687723480334,8.902922951881797
43,2022-04-18 05:05:00,9.018071539657852,220.3732503888025,27233.125972006223,50522.23950233281,9.024401244167962,8.907478696311664
44,2022-04-18 05:10:00,9.010877192982456,167.66917293233084,20528.32080200501,28345.739348370927,9.017067669172931,8.910500241430245
45,2022-04-18 05:15:00,8.996366279069768,123.98255813953487,17778.488372093023,48942.732558139534,9.001308139534883,8.912316422753651
46,2022-04-18 05:20:00,9.024241134751772,176.31205673758865,35483.26241134752,32410.921985815603,9.028765957446808,8.915584669038138
47,2022-04-18 05:25:00,9.033855024711697,209.22570016474464,86543.82207578253,25986.326194398684,9.0400823723229,8.919545657959203
48,2022-04-18 05:30:00,9.060427263479143,573.4486266531028,93841.78535096644,32521.363173957277,9.064354018311292,8.931390285165932
49,2022-04-18 05:35:00,9.073012552301256,335.2510460251046,80856.81485355648,26605.71129707113,9.077269874476988,8.93802520662712
50,2022-04-18 05:40:00,9.127033472803348,954.7430962343096,111165.78117154812,32823.59916317992,9.129832635983265,8.960274211525839
51,2022-04-18 05:45:00,9.285662049861497,285.74155124653737,20190.38975069252,21560.496398891966,9.292293628808864,8.971347611723814
52,2022-04-18 05:50:00,9.22554648241206,178.89447236180905,19118.599246231155,18966.45728643216,9.23270728643216,8.9766506029587
53,2022-04-18 05:55:00,9.212884431709648,54.05921680993314,13302.671442215857,16086.246418338107,9.219407831900668,8.978130505056228
54,2022-04-18 06:00:00,9.212649572649571,13.782051282051285,20932.371794871797,15085.576923076924,9.218814102564105,8.978504460710962
55,2022-04-18 06:05:00,9.175747572815537,102.9126213592233,16501.747572815533,23460.97087378641,9.182233009708735,8.980825369307562
