ltp
2.46
2.47
2.43
2.42
2.43
2.44
2.42
2.42
2.42
2.42
2.42
2.41
""
""
""
""
""
""
""
""
""
2.39
2.37
2.35
2.37
2.37
2.38
2.38
2.38
2.39
2.39
2.41
2.39
