ts,ltp,trade_size,level_qty:ask:0,level_qty:bid:0,level_price:ask:0
2022-04-28 01:30:00,6.923075060532688,-718.0108958837773,21162.51937046005,36304.638014527845,6.929769975786924
2022-04-28 01:40:00,6.9092329279700655,-600.2806361085127,37742.37605238541,59907.48362956034,6.916847521047708
2022-04-28 01:50:00,6.801202843083652,-252.43302351011482,54678.67687260798,32623.346090759977,6.807774740295243
2022-04-28 02:00:00,6.862394715111479,-35.33030553261767,12276.362510322047,15477.69446738233,6.868959537572254
2022-04-28 02:10:00,6.858912655971479,-180.92691622103388,11345.811051693405,22022.45989304813,6.86488413547237
2022-04-28 02:20:00,6.84891156462585,-205.57823129251702,18182.312925170067,58990.884353741494,6.855142857142857
2022-04-28 02:30:00,6.86858958068615,-513.9656925031766,13470.597204574333,47772.66581956798,6.87592121982211
2022-04-28 02:40:00,6.890140845070423,372.6713615023474,16795.97496087637,35219.59154929577,6.895195618153364
2022-04-28 02:50:00,6.925409395973155,-317.096644295302,23288.456375838927,26111.89932885906,6.932684563758389
2022-04-28 03:00:00,6.861389162561577,-194.38423645320196,16587.631527093596,22578.620689655174,6.869871921182266
2022-04-28 03:10:00,6.845391705069124,-63.59447004608295,12177.716589861751,18495.85253456221,6.854723502304147
2022-04-28 03:20:00,6.804098883572568,-488.55263157894734,13541.455342902711,60020.68580542265,6.812791068580542
2022-04-28 03:30:00,,,,,
2022-04-28 03:40:00,,,,,
2022-04-28 03:50:00,,,,,
2022-04-28 04:00:00,,,,,
2022-04-28 04:10:00,,,,,
2022-04-28 04:20:00,,,,,
2022-04-28 04:30:00,,,,,
2022-04-28 04:40:00,,,,,
2022-04-28 04:50:00,,,,,
2022-04-28 05:00:00,6.743160784313726,-316.1113725490196,13280.680784313725,44713.19764705883,6.749937254901961
2022-04-28 05:10:00,6.718789323164919,-405.9723546234509,14935.36415633937,52154.61582459485,6.7258531935176356
2022-04-28 05:20:00,6.708817451205511,-534.5579793340987,10924.799081515499,40041.67623421355,6.718300803673938
2022-04-28 05:30:00,6.676490066225165,-232.8918322295806,18764.16114790287,37421.105960264904,6.6837969094922745
2022-04-28 05:40:00,6.70882797731569,-147.93005671077503,9717.36483931947,15225.412098298677,6.714782608695652
2022-04-28 05:50:00,6.750800000000001,175.25,14760.2575,38435.75,6.755800000000001
2022-04-28 06:00:00,6.772350119904076,-61.73141486810552,27031.414868105516,201792.90167865707,6.777218225419664
2022-04-28 06:10:00,6.776709401709402,-377.5982905982906,58195.54700854701,84134.76068376069,6.783290598290598
2022-04-28 06:20:00,6.8231034482758615,619.2375478927203,26467.32183908046,42927.07662835249,6.827030651340996
2022-04-28 06:30:00,6.818115631691649,-180.51391862955032,18228.47965738758,14579.6573875803,6.824817987152034
2022-04-28 06:40:00,6.8322521008403365,65.21008403361344,28390.89579831933,50767.57478991597,6.8367563025210085
2022-04-28 06:50:00,6.791546184738956,-872.8915662650602,62637.544176706826,80513.6546184739,6.797871485943776
