ts,ltp,trade_size,level_qty:ask:0,level_qty:bid:0,level_price:ask:0
2022-03-18 01:30:00,2.26,-100.0,829800.0,514400.0,2.27
2022-03-18 01:40:00,2.27,-400.0,168000.0,449500.0,2.28
2022-03-18 01:50:00,2.27,2100.0,900.0,785500.0,2.27
2022-03-18 02:00:00,2.26,-900.0,809508.0,904900.0,2.27
2022-03-18 02:10:00,2.27,-100.0,174800.0,751000.0,2.28
2022-03-18 02:20:00,2.27,-300.0,215500.0,784600.0,2.28
2022-03-18 02:30:00,2.28,700.0,35900.0,1050410.0,2.28
2022-03-18 02:40:00,2.28,1800.0,176200.0,1299310.0,2.28
2022-03-18 02:50:00,2.28,3800.0,707900.0,1097310.0,2.28
2022-03-18 03:00:00,2.27,-400.0,795700.0,1233210.0,2.28
2022-03-18 03:10:00,2.26,-300.0,708800.0,1023300.0,2.27
2022-03-18 03:20:00,2.25,-400.0,535600.0,1843800.0,2.26
2022-03-18 03:30:00,,,,,
2022-03-18 03:40:00,,,,,
2022-03-18 03:50:00,,,,,
2022-03-18 04:00:00,,,,,
2022-03-18 04:10:00,,,,,
2022-03-18 04:20:00,,,,,
2022-03-18 04:30:00,,,,,
2022-03-18 04:40:00,,,,,
2022-03-18 04:50:00,,,,,
2022-03-18 05:00:00,2.27,500.0,1179320.0,343400.0,2.27
2022-03-18 05:10:00,2.28,100.0,1651300.0,764100.0,2.28
2022-03-18 05:20:00,2.28,-100.0,2911920.0,485000.0,2.29
2022-03-18 05:30:00,2.28,100.0,1642700.0,1504000.0,2.28
2022-03-18 05:40:00,2.3,100.0,3293920.0,309600.0,2.3
2022-03-18 05:50:00,2.29,-300.0,3174120.0,643400.0,2.3
2022-03-18 06:00:00,2.3,100.0,3674600.0,361300.0,2.3
2022-03-18 06:10:00,2.29,100.0,37300.0,2458700.0,2.29
2022-03-18 06:20:00,2.3,300.0,4254300.0,1008200.0,2.3
2022-03-18 06:30:00,2.28,-100.0,1071940.0,1779400.0,2.29
2022-03-18 06:40:00,2.29,600.0,784628.0,2934700.0,2.29
2022-03-18 06:50:00,2.29,11100.0,115600.0,1621000.0,2.29
