ts,ltp
2022-04-27 01:30:00,
2022-04-27 01:31:00,0.10679179179179243
2022-04-27 01:32:00,0.011587837837837789
2022-04-27 01:33:00,-0.06611842105263133
2022-04-27 01:34:00,-0.012353801169591172
2022-04-27 01:35:00,0.004978632478632505
2022-04-27 01:36:00,0.04869095816464242
2022-04-27 01:37:00,0.052591093117408505
2022-04-27 01:38:00,0.036239316239316643
2022-04-27 01:39:00,0.049493177387914145
2022-04-27 01:40:00,0.029088877470290875
2022-04-27 01:41:00,0.007950944306372776
2022-04-27 01:42:00,0.03350620210946342
2022-04-27 01:43:00,-0.005752922112317371
2022-04-27 01:44:00,-0.01642529041967844
2022-04-27 01:45:00,-0.018430353517911335
2022-04-27 01:46:00,-0.04002984157334133
2022-04-27 01:47:00,-0.019441345151198774
2022-04-27 01:48:00,0.006756444608703838
2022-04-27 01:49:00,-0.0058860759493670756
2022-04-27 01:50:00,-0.013989708757847552
2022-04-27 01:51:00,0.0007290525966485717
2022-04-27 01:52:00,0.009294411435461392
2022-04-27 01:53:00,0.011029040850480953
2022-04-27 01:54:00,-0.023023332237922745
2022-04-27 01:55:00,0.004325163398692489
2022-04-27 01:56:00,0.012313492063492859
2022-04-27 01:57:00,-0.0160483042137729
2022-04-27 01:58:00,0.020547205312674066
2022-04-27 01:59:00,0.006276734308635845
2022-04-27 02:00:00,0.01761146136665559
2022-04-27 02:01:00,0.010257296466974708
2022-04-27 02:02:00,0.004210113875331878
2022-04-27 02:03:00,-0.024061929587267272
2022-04-27 02:04:00,0.012538992135670668
2022-04-27 02:05:00,0.017146691204661835
2022-04-27 02:06:00,-0.023281216534590143
2022-04-27 02:07:00,0.010811359026369871
2022-04-27 02:08:00,0.002712313221108431
2022-04-27 02:09:00,0.0054348646783921595
2022-04-27 02:10:00,0.0017967996915357887
2022-04-27 02:11:00,-0.004617940199335813
2022-04-27 02:12:00,0.008388465650895682
2022-04-27 02:13:00,0.012073630392595902
2022-04-27 02:14:00,0.04460097873141411
2022-04-27 02:15:00,0.02681677018633355
2022-04-27 02:16:00,-0.007172619047618234
2022-04-27 02:17:00,-0.029014531790370057
2022-04-27 02:18:00,-0.011887317247116336
2022-04-27 02:19:00,0.016039584364175852
2022-04-27 02:20:00,-0.013127232320026216
2022-04-27 02:21:00,-0.02808716349794871
2022-04-27 02:22:00,0.014110981666565436
2022-04-27 02:23:00,-0.014309569426238511
2022-04-27 02:24:00,-0.015990908211626298
2022-04-27 02:25:00,-0.003383805134956397
2022-04-27 02:26:00,-0.003231138363102737
2022-04-27 02:27:00,-0.003478244462056246
2022-04-27 02:28:00,0.004926700312425147
2022-04-27 02:29:00,-1.7039000378638036e-05
2022-04-27 02:30:00,0.019629633536572655
2022-04-27 02:31:00,-0.01796710149324099
2022-04-27 02:32:00,0.02815562264950433
2022-04-27 02:33:00,0.007567305360174359
2022-04-27 02:34:00,-0.015577623303541621
2022-04-27 02:35:00,-0.019512374418035883
2022-04-27 02:36:00,-0.01962894248608471
2022-04-27 02:37:00,0.004846116885416585
2022-04-27 02:38:00,0.02836553397210917
2022-04-27 02:39:00,-0.013281934895311487
2022-04-27 02:40:00,0.00026498260686835806
2022-04-27 02:41:00,-0.005345657829191275
2022-04-27 02:42:00,0.011648161691376835
2022-04-27 02:43:00,-0.0035414201183430194
2022-04-27 02:44:00,-0.006665467625898813
2022-04-27 02:45:00,-0.004350455940979714
2022-04-27 02:46:00,-0.0013729653220098115
2022-04-27 02:47:00,-0.014784580498867328
2022-04-27 02:48:00,-0.015222634508348598
2022-04-27 02:49:00,0.001025136154169104
2022-04-27 02:50:00,0.015528110599077216
2022-04-27 02:51:00,-0.004916402116402097
2022-04-27 02:52:00,0.007583583583584463
2022-04-27 02:53:00,0.020292114031839503
2022-04-27 02:54:00,0.012318344252531865
2022-04-27 02:55:00,-0.006175523349436496
2022-04-27 02:56:00,-0.0006286059929276888
2022-04-27 02:57:00,0.025536013400335733
2022-04-27 02:58:00,-0.007358156028369756
2022-04-27 02:59:00,0.019434506121479345
2022-04-27 03:00:00,-0.005363128491620017
2022-04-27 03:01:00,-0.003640551775266232
2022-04-27 03:02:00,-0.014420187556721586
2022-04-27 03:03:00,-0.002819148936168858
2022-04-27 03:04:00,0.0023245614035083406
2022-04-27 03:05:00,-0.0005653021442491024
2022-04-27 03:06:00,-0.019174513496547085
2022-04-27 03:07:00,-0.009251412429378547
2022-04-27 03:08:00,0.0032795698924728
2022-04-27 03:09:00,0.0016013824884799632
2022-04-27 03:10:00,-0.0005088062622320422
2022-04-27 03:11:00,0.005905631659057775
2022-04-27 03:12:00,-0.008397932816538223
2022-04-27 03:13:00,-0.014208023655399415
2022-04-27 03:14:00,0.0011500177746190943
2022-04-27 03:15:00,0.003440065681443727
2022-04-27 03:16:00,-0.004907318632150215
2022-04-27 03:17:00,-0.009778828553995922
2022-04-27 03:18:00,-0.005995297805643673
2022-04-27 03:19:00,-0.007205459770114331
2022-04-27 03:20:00,0.006702777777777946
2022-04-27 03:21:00,0.008769160997731618
2022-04-27 03:22:00,0.012764172335601565
2022-04-27 03:23:00,0.007848659003832026
2022-04-27 03:24:00,-0.007648243635192564
2022-04-27 03:25:00,0.008524951507670409
2022-04-27 03:26:00,0.008026267110619045
2022-04-27 03:27:00,0.01042892156862596
2022-04-27 03:28:00,0.007682692307692918
2022-04-27 03:29:00,-0.0006027742749061815
2022-04-27 03:30:00,
2022-04-27 03:31:00,
2022-04-27 03:32:00,
2022-04-27 03:33:00,
2022-04-27 03:34:00,
2022-04-27 03:35:00,
2022-04-27 03:36:00,
2022-04-27 03:37:00,
2022-04-27 03:38:00,
2022-04-27 03:39:00,
2022-04-27 03:40:00,
2022-04-27 03:41:00,
2022-04-27 03:42:00,
