ltp
4.0
4.01
3.99
4.0
4.0
3.99
3.98
3.98
3.96
3.97
3.98
4.0
""
""
""
""
""
""
""
""
""
4.01
4.0
4.0
4.0
4.03
4.04
4.03
4.02
4.02
4.03
4.03
4.02
