,ts,ltp,trade_size,level_qty:ask:0,level_qty:bid:0,level_price:ask:0,vwap
0,2022-03-08 01:30:00,27.07,700.0,4816.0,800.0,27.07,27.07
1,2022-03-08 01:40:00,26.78,100.0,100.0,3300.0,26.8,27.03375
2,2022-03-08 01:50:00,26.54,300.0,100.0,1500.0,26.57,26.89909090909091
3,2022-03-08 02:00:00,26.66,1100.0,81500.0,1000.0,26.7,26.779545454545456
4,2022-03-08 02:10:00,26.64,1800.0,14400.0,1600.0,26.67,26.71675
5,2022-03-08 02:20:00,26.63,200.0,4200.0,500.0,26.63,26.712619047619047
6,2022-03-08 02:30:00,26.49,300.0,8900.0,11500.0,26.5,26.697777777777777
7,2022-03-08 02:40:00,26.49,200.0,2000.0,1100.0,26.49,26.688936170212767
8,2022-03-08 02:50:00,26.32,200.0,900.0,14700.0,26.32,26.673877551020407
9,2022-03-08 03:00:00,26.2,100.0,13300.0,3800.0,26.22,26.6644
10,2022-03-08 03:10:00,26.11,200.0,100.0,8000.0,26.11,26.643076923076922
11,2022-03-08 03:20:00,26.11,100.0,1900.0,4700.0,26.13,26.633018867924527
21,2022-03-08 05:00:00,26.13,100.0,2000.0,2400.0,26.13,26.623703703703704
22,2022-03-08 05:10:00,26.27,100.0,9400.0,6500.0,26.27,26.617272727272727
23,2022-03-08 05:20:00,26.02,100.0,600.0,14800.0,26.02,26.606607142857143
24,2022-03-08 05:30:00,26.07,100.0,2500.0,4200.0,26.07,26.59719298245614
25,2022-03-08 05:40:00,26.17,400.0,8800.0,1700.0,26.18,26.569180327868853
26,2022-03-08 05:50:00,26.19,1300.0,1000.0,600.0,26.22,26.502567567567567
27,2022-03-08 06:00:00,26.07,100.0,500.0,1400.0,26.07,26.4968
28,2022-03-08 06:10:00,25.89,200.0,3200.0,27800.0,25.9,26.481038961038962
29,2022-03-08 06:20:00,25.88,400.0,10400.0,200.0,25.89,26.45135802469136
30,2022-03-08 06:30:00,25.82,100.0,1700.0,400.0,25.82,26.443658536585367
31,2022-03-08 06:40:00,25.78,200.0,9700.0,13700.0,25.78,26.427857142857142
32,2022-03-08 06:50:00,25.94,200.0,93600.0,2200.0,25.95,26.416511627906978
