,ts,ltp,trade_size,level_qty:ask:0,level_qty:bid:0,level_price:ask:0,vwap
0,2022-03-09 01:30:00,22.442615140285863,153.33721545791423,5607.12811011117,18223.687665431444,22.453530968766543,22.442615140285863
1,2022-03-09 01:40:00,22.437076560041948,154.41714735186156,4244.577871001573,9060.96853696906,22.4487965390666,22.439836132528388
2,2022-03-09 01:50:00,22.315735749005743,284.5868316394167,13779.6553247901,35871.757622624835,22.32463764913831,22.380212835545326
3,2022-03-09 02:00:00,22.19790021691974,135.1409978308026,5023.529067245119,13241.995661605206,22.20957917570499,22.34634546468778
4,2022-03-09 02:10:00,22.081274326846174,100.05331911490268,5627.672620634497,11816.475606504931,22.09480138629699,22.314296994528583
5,2022-03-09 02:20:00,22.057024343369637,85.00960922485586,5005.637411915439,23945.323510570142,22.069202434336965,22.29033034669378
6,2022-03-09 02:30:00,22.05391176470588,31.176470588235293,10145.79831932773,12266.344537815126,22.061508403361344,22.282520101557367
7,2022-03-09 02:40:00,22.062400287459575,3.952569169960474,8696.334890406037,23834.818541142653,22.069708947179304,22.281602023564663
8,2022-03-09 02:50:00,22.08888480392157,106.80228758169936,7224.114379084967,9948.142156862745,22.09570261437909,22.262082725666552
9,2022-03-09 03:00:00,22.09231100184389,180.239704978488,7260.110633066994,50281.40749846343,22.101084818684694,22.237300021283307
10,2022-03-09 03:10:00,22.00591038003403,518.3777651730005,19534.888542257515,123701.51162790698,22.01393930799773,22.168879702282815
11,2022-03-09 03:20:00,21.996277926720285,196.3360142984808,13278.381590705989,19641.815013404823,22.00440571939232,22.15149618717853
21,2022-03-09 05:00:00,21.853564331210197,75.46496815286625,26249.834394904457,72579.1847133758,21.85980382165605,22.140392688416135
22,2022-03-09 05:10:00,21.77441114138662,21.465334544353617,13245.806842264608,8288.979715410233,21.782600666061157,22.136553718028967
23,2022-03-09 05:20:00,21.67838797814208,91.60457029309488,17441.107799304522,15725.757575757576,21.68556383507203,22.116922863667217
24,2022-03-09 05:30:00,21.60636488654596,108.29291771716709,19272.93146917259,31595.00893880357,21.61316983726793,22.092308674281362
25,2022-03-09 05:40:00,21.37945276034122,17.546595847416707,10819.31659423789,17985.928054080156,21.390053114437467,22.086783375776296
26,2022-03-09 05:50:00,21.5048399158682,38.04557139518579,6139.082963309184,12924.456181350784,21.5172423463426,22.077164863489887
27,2022-03-09 06:00:00,21.5658432,63.5248,7612.7888,13405.1152,21.5736256,22.06343274462464
28,2022-03-09 06:10:00,21.82496091132455,227.2684833593925,10871.58096939915,13846.652445834265,21.833453205271383,22.042528544452622
29,2022-03-09 06:20:00,21.96424836601307,185.614829839982,10448.7261663286,21188.02704530088,21.970795582600857,22.037298662281028
30,2022-03-09 06:30:00,22.055496786950076,20.54695996045477,11967.6826495304,12734.966139396936,22.06298566485417,22.03743226077889
31,2022-03-09 06:40:00,22.104965034965037,62.05567509413663,6465.077729962345,15136.608391608392,22.112530930607853,22.038897131816835
32,2022-03-09 06:50:00,22.05271483305966,138.4920634920635,21004.46852764094,10747.571975916804,22.059124247400103,22.039535150132085
